Lambda,Alpha,Delta,PSI,Dose,Size,Number of Fractions,Gamma
0.07,0.07,0,0.64,17.2,8.6,2.0,0.6736288342431043
0.07,0.07,0,0.64,17.4,8.7,2.0,0.6798065709426455
0.07,0.07,0,0.64,17.6,8.8,2.0,0.6859113474623906
0.07,0.07,0,0.64,17.8,8.9,2.0,0.6919428619300847
0.07,0.07,0,0.64,18.0,9.0,2.0,0.6979008487217166
0.07,0.07,0,0.64,18.2,9.1,2.0,0.7037850779127696
0.07,0.07,0,0.64,18.4,9.2,2.0,0.7095953547153007
0.07,0.07,0,0.64,18.6,9.3,2.0,0.7153315189015936
0.07,0.07,0,0.64,18.8,9.4,2.0,0.720993444215124
0.07,0.07,0,0.64,19.0,9.5,2.0,0.7265810377695763
0.07,0.07,0,0.64,19.2,9.6,2.0,0.7320942394366485
0.07,0.07,0,0.64,19.4,9.7,2.0,0.7375330212233757
0.07,0.07,0,0.64,19.6,9.8,2.0,0.7428973866397017
0.07,0.07,0,0.64,19.8,9.9,2.0,0.7481873700570183
0.07,0.07,0,0.64,20.0,10.0,2.0,0.7534030360583935
0.07,0.07,0,0.64,20.2,10.1,2.0,0.758544478781193
0.07,0.07,0,0.64,20.4,10.2,2.0,0.7636118212528017
0.07,0.07,0,0.64,20.6,10.3,2.0,0.7686052147201403
0.07,0.07,0,0.64,20.8,10.4,2.0,0.7735248379736608
0.07,0.07,0,0.64,21.0,10.5,2.0,0.7783708966665009
0.07,0.07,0,0.64,21.2,10.6,2.0,0.7831436226294652
0.07,0.07,0,0.64,21.4,10.7,2.0,0.7878432731824895
0.07,0.07,0,0.64,21.6,10.8,2.0,0.7924701304432378
0.07,0.07,0,0.64,21.8,10.9,2.0,0.7970245006334653
0.07,0.07,0,0.64,22.0,11.0,2.0,0.8015067133837761
0.07,0.07,0,0.64,22.2,11.1,2.0,0.8059171210373832
0.07,0.07,0,0.64,22.4,11.2,2.0,0.8102560979534746
0.07,0.07,0,0.64,22.6,11.3,2.0,0.8145240398107727
0.07,0.07,0,0.64,22.8,11.4,2.0,0.8187213629118582
0.07,0.07,0,0.64,23.0,11.5,2.0,0.8228485034888223
0.07,0.07,0,0.64,23.2,11.6,2.0,0.8269059170107929
0.07,0.07,0,0.64,23.4,11.7,2.0,0.8308940774938658
0.07,0.07,0,0.64,23.6,11.8,2.0,0.8348134768139623
0.07,0.07,0,0.64,23.8,11.9,2.0,0.8386646240231126
0.07,0.07,0,0.64,24.0,12.0,2.0,0.8424480446696582
0.07,0.07,0,0.64,24.2,12.1,2.0,0.8461642801228423
0.07,0.07,0,0.64,24.4,12.2,2.0,0.8498138869022503
0.07,0.07,0,0.64,24.6,12.3,2.0,0.8533974360125414
0.07,0.07,0,0.64,24.8,12.4,2.0,0.8569155122838967
0.07,0.07,0,0.64,25.0,12.5,2.0,0.8603687137186011
0.07,0.07,0,0.64,25.2,12.6,2.0,0.8637576508441489
0.07,0.07,0,0.64,25.4,12.7,2.0,0.8670829460732565
0.07,0.07,0,0.64,25.6,12.8,2.0,0.8703452330711465
0.07,0.07,0,0.64,25.8,12.9,2.0,0.87354515613045
0.07,0.07,0,0.64,26.0,13.0,2.0,0.8766833695540613
0.07,0.07,0,0.64,26.2,13.1,2.0,0.8797605370462614
0.07,0.07,0,0.64,26.4,13.2,2.0,0.8827773311124113
0.07,0.07,0,0.64,26.6,13.3,2.0,0.8857344324674984
0.07,0.07,0,0.64,26.8,13.4,2.0,0.8886325294538102
0.07,0.07,0,0.64,27.0,13.5,2.0,0.891472317467984
0.07,0.07,0,0.64,27.2,13.6,2.0,0.8942544983976752
0.07,0.07,0,0.64,27.4,13.7,2.0,0.8969797800680644
0.07,0.07,0,0.64,27.6,13.8,2.0,0.899648875698414
0.07,0.07,0,0.64,27.8,13.9,2.0,0.9022625033688645
0.07,0.07,0,0.64,28.0,14.0,2.0,0.9048213854976525
0.07,0.07,0,0.64,28.2,14.1,2.0,0.907326248328908
0.07,0.07,0,0.64,28.4,14.2,2.0,0.9097778214311869
0.07,0.07,0,0.64,28.6,14.3,2.0,0.9121768372068672
0.07,0.07,0,0.64,28.8,14.4,2.0,0.9145240304125333
0.07,0.07,0,0.64,14.5,14.5,1.0,0.9168201376904541
0.07,0.07,0,0.64,14.6,14.6,1.0,0.9190658971112485
0.07,0.07,0,0.64,14.7,14.7,1.0,0.921262047727817
0.07,0.07,0,0.64,14.8,14.8,1.0,0.923409329140608
0.07,0.07,0,0.64,14.9,14.9,1.0,0.9255084810742725
0.07,0.07,0,0.64,15.0,15.0,1.0,0.9275602429657486
0.07,0.07,0,0.64,15.1,15.1,1.0,0.9295653535638045
0.07,0.07,0,0.64,15.2,15.2,1.0,0.9315245505400606
0.07,0.07,0,0.64,15.3,15.3,1.0,0.9334385701114924
0.07,0.07,0,0.64,15.4,15.4,1.0,0.9353081466744136
0.07,0.07,0,0.64,15.5,15.5,1.0,0.9371340124499193
0.07,0.07,0,0.64,15.6,15.6,1.0,0.9389168971407656
0.07,0.07,0,0.64,15.7,15.7,1.0,0.9406575275996464
0.07,0.07,0,0.64,15.8,15.8,1.0,0.9423566275088213
0.07,0.07,0,0.64,15.9,15.9,1.0,0.944014917071039
0.07,0.07,0,0.64,16.0,16.0,1.0,0.9456331127116868
0.07,0.07,0,0.64,16.1,16.1,1.0,0.9472119267920963
0.07,0.07,0,0.64,16.2,16.2,1.0,0.9487520673339171
0.07,0.07,0,0.64,16.3,16.3,1.0,0.9502542377544694
0.07,0.07,0,0.64,16.4,16.4,1.0,0.9517191366129747
0.07,0.07,0,0.64,16.5,16.5,1.0,0.9531474573675585
0.07,0.07,0,0.64,16.6,16.6,1.0,0.9545398881429076
0.07,0.07,0,0.64,16.7,16.7,1.0,0.9558971115084642
0.07,0.07,0,0.64,16.8,16.8,1.0,0.9572198042670257
0.07,0.07,0,0.64,16.9,16.9,1.0,0.9585086372536166
0.07,0.07,0,0.64,17.0,17.0,1.0,0.9597642751444939
0.07,0.07,0,0.64,17.1,17.1,1.0,0.9609873762761372
0.07,0.07,0,0.64,17.2,17.2,1.0,0.9621785924740751
0.07,0.07,0,0.64,17.3,17.3,1.0,0.96333856889139
0.07,0.07,0,0.64,17.4,17.4,1.0,0.9644679438567421
0.07,0.07,0,0.64,17.5,17.5,1.0,0.9655673487317458
0.07,0.07,0,0.64,17.6,17.6,1.0,0.966637407777532
0.07,0.07,0,0.64,17.7,17.7,1.0,0.967678738030322
0.07,0.07,0,0.64,17.8,17.8,1.0,0.9686919491858367
0.07,0.07,0,0.64,17.9,17.9,1.0,0.9696776434923638
0.07,0.07,0,0.64,18.0,18.0,1.0,0.9706364156523006
0.07,0.07,0,0.64,18.1,18.1,1.0,0.9715688527319865
0.07,0.07,0,0.64,18.2,18.2,1.0,0.9724755340796408
0.07,0.07,0,0.64,18.3,18.3,1.0,0.9733570312512173
0.07,0.07,0,0.64,18.4,18.4,1.0,0.9742139079439835
0.07,0.07,0,0.64,18.5,18.5,1.0,0.9750467199376355
0.07,0.07,0,0.64,18.6,18.6,1.0,0.9758560150427541
0.07,0.07,0,0.64,18.7,18.7,1.0,0.9766423330564099
0.07,0.07,0,0.64,18.8,18.8,1.0,0.9774062057247223
0.07,0.07,0,0.64,18.9,18.9,1.0,0.9781481567121778
0.07,0.07,0,0.64,19.0,19.0,1.0,0.9788687015775145
0.07,0.07,0,0.64,19.1,19.1,1.0,0.9795683477559746
0.07,0.07,0,0.64,19.2,19.2,1.0,0.9802475945477345
0.07,0.07,0,0.64,19.3,19.3,1.0,0.9809069331123151
0.07,0.07,0,0.64,19.4,19.4,1.0,0.9815468464687812
0.07,0.07,0,0.64,19.5,19.5,1.0,0.9821678095015351
0.07,0.07,0,0.64,19.6,19.6,1.0,0.982770288971516
0.07,0.07,0,0.64,19.7,19.7,1.0,0.9833547435326108
0.07,0.07,0,0.64,19.8,19.8,1.0,0.9839216237530919
0.07,0.07,0,0.64,19.9,19.9,1.0,0.9844713721418906
0.07,0.07,0,0.64,20.0,20.0,1.0,0.9850044231795223
0.07,0.07,0,0.64,20.1,20.1,1.0,0.9855212033534795
0.07,0.07,0,0.64,20.2,20.2,1.0,0.9860221311979099
0.07,0.07,0,0.64,20.3,20.3,1.0,0.9865076173374009
0.07,0.07,0,0.64,20.4,20.4,1.0,0.9869780645346914
0.07,0.07,0,0.64,20.5,20.5,1.0,0.9874338677421366
0.07,0.07,0,0.64,20.6,20.6,1.0,0.9878754141567537
0.07,0.07,0,0.64,20.7,20.7,1.0,0.9883030832786758
0.07,0.07,0,0.64,20.8,20.8,1.0,0.9887172469728491
0.07,0.07,0,0.64,20.9,20.9,1.0,0.9891182695338079
0.07,0.07,0,0.64,21.0,21.0,1.0,0.9895065077533631
0.07,0.07,0,0.64,21.1,21.1,1.0,0.9898823109910494
0.07,0.07,0,0.64,21.2,21.2,1.0,0.9902460212471709
0.07,0.07,0,0.64,21.3,21.3,1.0,0.9905979732382953
0.07,0.07,0,0.64,21.4,21.4,1.0,0.9909384944750443
0.07,0.07,0,0.64,21.5,21.5,1.0,0.9912679053420359
0.07,0.07,0,0.64,21.6,21.6,1.0,0.9915865191798322
0.07,0.07,0,0.64,21.7,21.7,1.0,0.9918946423687557
0.07,0.07,0,0.64,21.8,21.8,1.0,0.9921925744144344
0.07,0.07,0,0.64,21.9,21.9,1.0,0.9924806080349438
0.07,0.07,0,0.64,22.0,22.0,1.0,0.9927590292494141
0.07,0.07,0,0.64,22.1,22.1,1.0,0.9930281174679769
0.07,0.07,0,0.64,22.2,22.2,1.0,0.9932881455829279
0.07,0.07,0,0.64,22.3,22.3,1.0,0.9935393800609834
0.07,0.07,0,0.64,22.4,22.4,1.0,0.9937820810365171
0.07,0.07,0,0.64,22.5,22.5,1.0,0.9940165024056615
0.07,0.07,0,0.64,22.6,22.6,1.0,0.9942428919211638
0.07,0.07,0,0.64,22.7,22.7,1.0,0.9944614912878923
0.07,0.07,0,0.64,22.8,22.8,1.0,0.9946725362588869
0.07,0.07,0,0.64,22.9,22.9,1.0,0.9948762567318564
0.07,0.07,0,0.64,23.0,23.0,1.0,0.995072876846025
0.07,0.07,0,0.64,23.1,23.1,1.0,0.9952626150792349
0.07,0.07,0,0.64,23.2,23.2,1.0,0.9954456843452159
0.07,0.07,0,0.64,23.3,23.3,1.0,0.9956222920909347
0.07,0.07,0,0.64,23.4,23.4,1.0,0.9957926403939413
0.07,0.07,0,0.64,23.5,23.5,1.0,0.9959569260596319
0.07,0.07,0,0.64,23.6,23.6,1.0,0.9961153407183521
0.07,0.07,0,0.64,23.7,23.7,1.0,0.9962680709222651
0.07,0.07,0,0.64,23.8,23.8,1.0,0.9964152982419177
0.07,0.07,0,0.64,23.9,23.9,1.0,0.9965571993624314
0.07,0.07,0,0.64,24.0,24.0,1.0,0.9966939461792595
0.07,0.07,0,0.64,24.1,24.1,1.0,0.9968257058934442
0.07,0.07,0,0.64,24.2,24.2,1.0,0.9969526411063176
0.07,0.07,0,0.64,24.3,24.3,1.0,0.9970749099135902
0.07,0.07,0,0.64,24.4,24.4,1.0,0.9971926659987724
0.07,0.07,0,0.64,24.5,24.5,1.0,0.9973060587258822
0.07,0.07,0,0.64,24.6,24.6,1.0,0.9974152332313865
0.07,0.07,0,0.64,24.7,24.7,1.0,0.9975203305153367
0.07,0.07,0,0.64,24.8,24.8,1.0,0.9976214875316517
0.07,0.07,0,0.64,24.9,24.9,1.0,0.9977188372775103
0.07,0.07,0,0.64,25.0,25.0,1.0,0.9978125088818172
0.07,0.07,0,0.64,25.1,25.1,1.0,0.9979026276927039
0.07,0.07,0,0.64,25.2,25.2,1.0,0.9979893153640365
0.07,0.07,0,0.64,25.3,25.3,1.0,0.9980726899408954
0.07,0.07,0,0.64,25.4,25.4,1.0,0.9981528659440033
0.07,0.07,0,0.64,25.5,25.5,1.0,0.9982299544530724
0.07,0.07,0,0.64,25.6,25.6,1.0,0.9983040631890482
0.07,0.07,0,0.64,25.7,25.7,1.0,0.9983752965952287
0.07,0.07,0,0.64,25.8,25.8,1.0,0.9984437559172383
0.07,0.07,0,0.64,25.9,25.9,1.0,0.9985095392818392
0.07,0.07,0,0.64,26.0,26.0,1.0,0.9985727417745635
0.07,0.07,0,0.64,26.1,26.1,1.0,0.9986334555161533
0.07,0.07,0,0.64,26.2,26.2,1.0,0.9986917697377957
0.07,0.07,0,0.64,26.3,26.3,1.0,0.9987477708551402
0.07,0.07,0,0.64,26.4,26.4,1.0,0.9988015425410933
0.07,0.07,0,0.64,26.5,26.5,1.0,0.9988531657973783
0.07,0.07,0,0.64,26.6,26.6,1.0,0.9989027190248582
0.07,0.07,0,0.64,26.7,26.7,1.0,0.9989502780926137
0.07,0.07,0,0.64,26.8,26.8,1.0,0.9989959164057767
0.07,0.07,0,0.64,26.9,26.9,1.0,0.9990397049721129
0.07,0.07,0,0.64,27.0,27.0,1.0,0.9990817124673579
0.07,0.07,0,0.64,27.1,27.1,1.0,0.9991220052993031
0.07,0.07,0,0.64,27.2,27.2,1.0,0.9991606476706362
0.07,0.07,0,0.64,27.3,27.3,1.0,0.9991977016405377
0.07,0.07,0,0.64,27.4,27.4,1.0,0.9992332271850374
0.07,0.07,0,0.64,27.5,27.5,1.0,0.999267282256137
0.07,0.07,0,0.64,27.6,27.6,1.0,0.999299922839703
0.07,0.07,0,0.64,27.7,27.7,1.0,0.9993312030121388
0.07,0.07,0,0.64,27.8,27.8,1.0,0.9993611749958417
0.07,0.07,0,0.64,27.9,27.9,1.0,0.9993898892134547
0.07,0.07,0,0.64,28.0,28.0,1.0,0.999417394340923
0.07,0.07,0,0.64,28.1,28.1,1.0,0.9994437373593622
0.07,0.07,0,0.64,28.2,28.2,1.0,0.9994689636057533
0.07,0.07,0,0.64,28.3,28.3,1.0,0.9994931168224717
0.07,0.07,0,0.64,28.4,28.4,1.0,0.9995162392056658
0.07,0.07,0,0.64,28.5,28.5,1.0,0.9995383714524945
0.07,0.07,0,0.64,28.6,28.6,1.0,0.9995595528072394
0.07,0.07,0,0.64,28.7,28.7,1.0,0.9995798211063036
0.07,0.07,0,0.64,28.8,28.8,1.0,0.999599212822111
0.07,0.07,0,0.64,28.9,28.9,1.0,0.9996177631059218
0.07,0.07,0,0.64,29.0,29.0,1.0,0.9996355058295785
0.07,0.07,0,0.64,29.1,29.1,1.0,0.9996524736261958
0.07,0.07,0,0.64,29.2,29.2,1.0,0.9996686979298129
0.07,0.07,0,0.64,29.3,29.3,1.0,0.9996842090140214
0.07,0.07,0,0.64,29.4,29.4,1.0,0.9996990360295857
0.07,0.07,0,0.64,29.5,29.5,1.0,0.9997132070410719
0.07,0.07,0,0.64,29.6,29.6,1.0,0.9997267490625029
0.07,0.07,0,0.64,29.7,29.7,1.0,0.9997396880920533
0.07,0.07,0,0.64,29.8,29.8,1.0,0.9997520491458035
0.07,0.07,0,0.64,29.9,29.9,1.0,0.9997638562905692
0.07,0.07,0,0.66,61.5,1.5,41.0,0.1137445042263574
0.07,0.07,0,0.66,41.6,1.6,26.0,0.12183431863498473
0.07,0.07,0,0.66,34.0,1.7,20.0,0.1299721009725271
0.07,0.07,0,0.66,28.8,1.8,16.0,0.13815513886722974
0.07,0.07,0,0.66,26.6,1.9,14.000000000000002,0.1463807263526261
0.07,0.07,0,0.66,22.0,2.0,11.0,0.15464616531534126
0.07,0.07,0,0.66,21.0,2.1,10.0,0.1629487669237084
0.07,0.07,0,0.66,19.8,2.2,9.0,0.17128585303618693
0.07,0.07,0,0.66,20.7,2.3,9.0,0.1796547575886004
0.07,0.07,0,0.66,19.2,2.4,8.0,0.18805282795924394
0.07,0.07,0,0.66,20.0,2.5,8.0,0.19647742631093934
0.07,0.07,0,0.66,15.6,2.6,6.0,0.20492593090915
0.07,0.07,0,0.66,16.2,2.7,5.999999999999999,0.2133957374152996
0.07,0.07,0,0.66,16.8,2.8,6.000000000000001,0.2218842601544705
0.07,0.07,0,0.66,14.5,2.9,5.0,0.2303889333566923
0.07,0.07,0,0.66,15.0,3.0,5.0,0.2389072123710657
0.07,0.07,0,0.66,15.5,3.1,5.0,0.24743657485199955
0.07,0.07,0,0.66,16.0,3.2,5.0,0.2559745219168753
0.07,0.07,0,0.66,13.2,3.3,4.0,0.26451857927448863
0.07,0.07,0,0.66,13.6,3.4,4.0,0.2730662983236535
0.07,0.07,0,0.66,14.0,3.5,4.0,0.2816152572213876
0.07,0.07,0,0.66,14.4,3.6,4.0,0.2901630619201402
0.07,0.07,0,0.66,14.8,3.7,4.0,0.29870734717355174
0.07,0.07,0,0.66,15.2,3.8,4.0,0.30724577751028015
0.07,0.07,0,0.66,15.6,3.9,4.0,0.3157760481754559
0.07,0.07,0,0.66,16.0,4.0,4.0,0.324295886039374
0.07,0.07,0,0.66,12.3,4.1,3.0000000000000004,0.3328030504730598
0.07,0.07,0,0.66,12.6,4.2,3.0,0.34129533419038816
0.07,0.07,0,0.66,12.9,4.3,3.0,0.3497705640564678
0.07,0.07,0,0.66,13.2,4.4,2.9999999999999996,0.3582266018620417
0.07,0.07,0,0.66,13.5,4.5,3.0,0.36666134506368997
0.07,0.07,0,0.66,13.8,4.6,3.0000000000000004,0.3750727274896568
0.07,0.07,0,0.66,14.1,4.7,3.0,0.38345872001116077
0.07,0.07,0,0.66,14.4,4.8,3.0,0.3918173311790796
0.07,0.07,0,0.66,14.7,4.9,2.9999999999999996,0.4001466078259419
0.07,0.07,0,0.66,15.0,5.0,3.0,0.4084446356331849
0.07,0.07,0,0.66,15.3,5.1,3.0000000000000004,0.41670953966367963
0.07,0.07,0,0.66,15.6,5.2,3.0,0.4249394848595518
0.07,0.07,0,0.66,15.9,5.3,3.0,0.43313267650536547
0.07,0.07,0,0.66,16.2,5.4,2.9999999999999996,0.4412873606567669
0.07,0.07,0,0.66,16.5,5.5,3.0,0.4494018245347162
0.07,0.07,0,0.66,16.8,5.6,3.0000000000000004,0.45747439688547276
0.07,0.07,0,0.66,11.4,5.7,2.0,0.46550344830652035
0.07,0.07,0,0.66,11.6,5.8,2.0,0.47348739153866237
0.07,0.07,0,0.66,11.8,5.9,2.0,0.48142468172453345
0.07,0.07,0,0.66,12.0,6.0,2.0,0.48931381663381224
